Collection Unique ID,Suborder,Family,Species name,Area FW (mm2),Area HW (mm2),Length (inner) FW (mm),Length (inner) HW (mm),Length (outer) FW (mm),Length (outer) HW (mm),Width (inner) FW (mm),Width (inner) HW (mm),Width (outer) FW (mm),Width (outer) HW (mm),Widest ratio FW,Widest ratio HW,Slope of thickness FW,Slope of thickness HW,North_America
MLM-000744,Anisoptera,Corduliidae,Epitheca cynosura,169.871,212.507,29.782,28.088,29.909,28.3,7.027,10.075,7.472,10.456,0.427459306,0.19670905,0.006585577,-0.171791508,TRUE
MLM-000745,Anisoptera,Corduliidae,Epitheca cynosura,168.591,201.599,30.184,28.871,30.226,29.401,6.879,9.208,7.387,10.224,0.505602241,0.187904968,0.010116578,-0.078097401,TRUE
MLM-000740,Anisoptera,Corduliidae,Epitheca cynosura,140.304,170.959,26.585,25.061,26.861,26.12,6.562,8.932,6.985,9.504,0.541371158,0.200162075,0.004428588,-0.108678,TRUE
MLM-000741,Anisoptera,Corduliidae,Epitheca cynosura,128.968,166.1,25.633,24.553,25.633,24.956,6.477,9.102,6.71,9.673,0.472336912,0.190839695,-0.01030646,-0.162843766,TRUE
MLM-000739,Anisoptera,Corduliidae,Epitheca cynosura,154.595,187.628,28.046,26.331,28.194,26.48,6.943,9.419,7.281,9.864,0.436186186,0.212629896,0.011578138,-0.164506769,TRUE
MLM-000742,Anisoptera,Corduliidae,Epitheca cynosura,154.549,195.568,27.855,26.797,28.194,27.242,6.858,9.673,7.303,9.927,0.473723724,0.175602176,0.017733181,-0.149894035,TRUE
MLM-000738,Anisoptera,Corduliidae,Epitheca cynosura,154.654,197.335,28.258,28.194,28.448,28.893,6.943,9.504,7.239,10.139,0.549851191,0.204395604,-0.004804734,-0.100124402,TRUE
MLM-000735,Anisoptera,Corduliidae,Epitheca cynosura,143.981,177.756,27.072,25.569,27.369,25.866,6.668,8.996,7.07,9.567,0.463263728,0.163666121,0.021805516,-0.158516472,TRUE
MLM-000737,Anisoptera,Corduliidae,Epitheca cynosura,158.29,199.073,28.977,27.411,28.977,27.898,6.9,9.694,7.535,10.562,0.477720964,0.176783005,0.018738273,-0.129371462,TRUE
MLM-000736,Anisoptera,Corduliidae,Epitheca cynosura,152.676,189.73,28.215,26.204,28.342,27.051,6.646,9.462,6.985,10.605,0.410754294,0.208920188,0.019758668,-0.177991659,TRUE
MLM-000733,Anisoptera,Corduliidae,Epitheca cynosura,141.494,183.063,27.263,26.437,27.263,26.818,6.562,9.144,6.964,9.567,0.507763975,0.169692186,0.005626899,-0.162619897,TRUE
MLM-000520,Anisoptera,Corduliidae,Epitheca cynosura,159.36,197.464,29.845,28.004,29.909,28.808,6.604,9.652,6.922,10.435,0.423920736,0.17707568,0.010959133,-0.114388585,TRUE
MLM-000521,Anisoptera,Corduliidae,Epitheca cynosura,171.971,203.936,29.633,27.75,30.311,27.982,7.324,9.483,7.684,10.097,0.430167598,0.159606657,0.004131413,-0.1557908,TRUE
WRK-WS-00016,Anisoptera,Corduliidae,Epitheca cynosura,183.678,235.358,30.946,29.189,30.988,29.623,7.419,10.541,7.874,10.911,0.450136612,0.166845302,-0.003823647,-0.206070643,TRUE
WRK-WS-01802,Anisoptera,Corduliidae,Epitheca cynosura,150.605,198.239,27.919,27.051,28.131,27.421,6.731,9.716,7.154,10.943,0.459744169,0.211887302,0.004919782,-0.18012909,TRUE
WRK-WS-01803,Anisoptera,Corduliidae,Epitheca cynosura,177.092,229.28,30.12,29.147,30.501,29.697,7.218,10.435,7.747,11.494,0.40666204,0.190306486,-0.006865068,-0.174812267,TRUE
WRK-WS-01804,Anisoptera,Corduliidae,Epitheca cynosura,151.469,198.193,28.131,26.628,28.194,27.115,6.816,9.694,7.017,10.827,0.528153153,0.18891491,0.007229461,-0.17929778,TRUE
WRK-WS-01805,Anisoptera,Corduliidae,Epitheca cynosura,183.112,239.348,31.782,29.856,31.824,29.94,7.334,10.668,7.821,11.557,0.459926837,0.185224461,0.014095368,-0.216823508,TRUE
WRK-WS-01806,Anisoptera,Corduliidae,Epitheca cynosura,149.979,193.342,27.263,26.077,27.379,26.141,6.879,9.906,7.207,10.721,0.43911867,0.189878543,-0.004945213,-0.232090403,TRUE
WRK-WS-01809,Anisoptera,Corduliidae,Epitheca cynosura,161.191,206.682,28.342,27.379,28.596,27.421,6.985,9.758,7.493,10.139,0.424870466,0.169818603,0.012141992,-0.185841223,TRUE
WRK-WS-01810,Anisoptera,Corduliidae,Epitheca cynosura,147.949,190.247,27.527,26.681,27.623,26.808,6.668,9.313,7.049,10.964,0.454022989,0.181997631,-0.000262149,-0.198470677,TRUE
WRK-WS-01811,Anisoptera,Corduliidae,Epitheca cynosura,166.178,209.549,29.221,27.929,29.231,28.078,7.07,9.758,7.535,10.996,0.426502534,0.180927252,-0.001637043,-0.182842523,TRUE
WRK-WS-01812,Anisoptera,Corduliidae,Epitheca cynosura,154.869,198.1,27.951,26.808,27.993,27.517,6.985,9.737,7.355,10.869,0.499432892,0.198846154,0.004266134,-0.16380424,TRUE
WRK-WS-01813,Anisoptera,Corduliidae,Epitheca cynosura,159.245,207.443,28.681,27.263,28.723,27.358,6.932,9.948,7.419,11.081,0.463154016,0.158220503,0.002926539,-0.205740175,TRUE
WRK-WS-01814,Anisoptera,Corduliidae,Epitheca cynosura,154.543,192.872,27.771,26.458,27.919,26.818,6.932,9.504,7.377,10.583,0.457922669,0.186266772,0.00219165,-0.187763277,TRUE
WRK-WS-01815,Anisoptera,Corduliidae,Epitheca cynosura,162.699,204.454,28.84,27.718,28.998,28.363,7.006,9.409,7.557,10.456,0.563138686,0.204477612,0.015406453,-0.137841086,TRUE
WRK-WS-01816,Anisoptera,Corduliidae,Epitheca cynosura,141.576,171.309,26.712,25.252,27.03,25.675,6.646,8.869,6.943,9.779,0.489428348,0.202802968,0.01770848,-0.172206457,TRUE
WRK-WS-01817,Anisoptera,Corduliidae,Epitheca cynosura,153.267,188.157,27.898,26.522,27.982,26.691,6.837,9.271,7.197,10.012,0.515885023,0.186360032,0.009182731,-0.176288223,TRUE
WRK-WS-01819,Anisoptera,Corduliidae,Epitheca cynosura,168.198,201.146,29.549,27.94,29.665,28.025,7.038,9.684,7.567,9.895,0.483410632,0.143126888,0.008761476,-0.173785694,TRUE
WRK-WS-01821,Anisoptera,Corduliidae,Epitheca cynosura,156.789,190.776,28.321,27.083,28.353,27.189,6.879,9.102,7.292,9.927,0.553564763,0.205527443,0.009533753,-0.174516049,TRUE
WRK-WS-01823,Anisoptera,Corduliidae,Epitheca cynosura,168.716,206.174,28.84,27.548,28.903,27.665,7.197,9.843,7.821,10.351,0.450384475,0.164498852,-7.47E-05,-0.20381476,TRUE
WRK-WS-01828,Anisoptera,Corduliidae,Epitheca cynosura,168.934,210.934,29.252,28.109,29.358,28.279,7.176,10.181,7.599,10.488,0.411679885,0.190868264,-0.011892955,-0.198952498,TRUE
WRK-WS-01830,Anisoptera,Corduliidae,Epitheca cynosura,168.921,212.218,29.051,27.76,29.242,28.056,7.281,10.075,7.662,10.806,0.434310532,0.203319502,0.007453346,-0.18574492,TRUE
WRK-WS-01831,Anisoptera,Corduliidae,Epitheca cynosura,150.318,199.082,27.972,27.284,28.014,28.004,6.805,9.694,7.313,10.382,0.567812618,0.190098262,0.016881191,-0.111109965,TRUE
WRK-WS-01833,Anisoptera,Corduliidae,Epitheca cynosura,174.657,224.42,30.596,28.787,30.618,29.993,7.207,10.075,7.578,11.144,0.457656412,0.203246295,0.006191174,-0.123022844,TRUE
WRK-WS-01836,Anisoptera,Corduliidae,Epitheca cynosura,150.795,198.766,28.099,26.141,28.247,27.718,6.826,9.716,7.281,10.816,0.450730611,0.23024055,0.032925123,-0.119670986,TRUE
WRK-WS-01837,Anisoptera,Corduliidae,Epitheca cynosura,148.298,196.15,27.792,26.099,27.951,26.913,6.678,9.747,7.133,10.139,0.497538811,0.179709005,0.014357288,-0.164397238,TRUE
WRK-WS-01838,Anisoptera,Corduliidae,Epitheca cynosura,159.967,210.786,28.956,27.707,29.062,28.469,6.911,10.012,7.313,10.922,0.408230153,0.208921933,0.007902206,-0.147638136,TRUE
WRK-WS-01839,Anisoptera,Corduliidae,Epitheca cynosura,142.425,188.081,27.496,26.321,27.718,26.575,6.435,9.25,6.805,9.768,0.494463536,0.16168857,0.009858208,-0.173922636,TRUE
WRK-WS-01840,Anisoptera,Corduliidae,Epitheca cynosura,144.202,189.723,27.453,26.056,27.548,26.257,6.519,9.641,6.974,10.139,0.433346139,0.175332527,0.014461284,-0.184282291,TRUE
WRK-WS-01842,Anisoptera,Corduliidae,Epitheca cynosura,154.89,206.778,29.009,27.919,29.083,28.723,6.636,9.673,7.049,10.869,0.430131004,0.18091378,0.003889893,-0.155764702,TRUE
WRK-WS-01844,Anisoptera,Corduliidae,Epitheca cynosura,145.157,193.062,27.675,26.638,27.887,26.977,6.445,9.557,6.922,10.319,0.585578748,0.141231856,0.01451626,-0.1804235,TRUE
WRK-WS-01845,Anisoptera,Corduliidae,Epitheca cynosura,170.986,226.868,30.131,28.279,30.311,28.861,7.207,10.605,7.768,11.568,0.449022346,0.195086175,0.020353804,-0.192452182,TRUE
WRK-WS-01847,Anisoptera,Corduliidae,Epitheca cynosura,179.343,224.516,30.036,28.766,30.099,29.252,7.514,10.456,7.916,10.795,0.47257384,0.188856729,-0.002886592,-0.184114009,TRUE
WRK-WS-01848,Anisoptera,Corduliidae,Epitheca cynosura,152.102,201.911,29.062,27.072,29.083,28.152,6.689,9.716,7.239,10.456,0.497088792,0.203759399,0.036492087,-0.124145534,TRUE
WRK-WS-01849,Anisoptera,Corduliidae,Epitheca cynosura,148.106,191.87,28.363,26.712,28.448,27.411,6.541,9.313,6.943,10.118,0.426339286,0.216988417,0.013686462,-0.127415006,TRUE
WRK-WS-01850,Anisoptera,Corduliidae,Epitheca cynosura,137.408,179.765,27.157,25.718,27.284,26.099,6.35,9.081,6.795,10.372,0.525213344,0.201135442,0.013789869,-0.159249677,TRUE
WRK-WS-01851,Anisoptera,Corduliidae,Epitheca cynosura,179.339,227.96,30.501,28.067,30.607,28.914,7.408,10.605,7.811,11.028,0.519363762,0.199121523,0.014928406,-0.187775512,TRUE
WRK-WS-01852,Anisoptera,Corduliidae,Epitheca cynosura,157.93,208.047,28.025,27.305,28.194,27.707,6.985,9.885,7.408,10.986,0.536036036,0.187165775,0.013908598,-0.172845018,TRUE
WRK-WS-01854,Anisoptera,Corduliidae,Epitheca cynosura,160.695,212.527,29.147,28.173,29.147,28.385,6.752,9.927,7.049,10.478,0.385620915,0.167039523,-0.01644549,-0.180259183,TRUE
WRK-WS-01855,Anisoptera,Corduliidae,Epitheca cynosura,149.814,194.703,27.623,26.607,27.707,27.157,6.752,9.694,7.176,10.647,0.470588235,0.180826189,0.014984743,-0.168295574,TRUE
WRK-WS-01856,Anisoptera,Corduliidae,Epitheca cynosura,153.126,203.334,28.448,27.136,28.533,27.326,6.71,9.716,7.133,10.88,0.511869436,0.168086755,0.008607894,-0.181797938,TRUE
WRK-WS-01857,Anisoptera,Corduliidae,Epitheca cynosura,174.111,223.789,30.226,28.596,30.226,29.168,7.176,10.329,7.684,11.388,0.443277311,0.193759071,0.000268861,-0.17271384,TRUE
WRK-WS-02025,Anisoptera,Corduliidae,Epitheca cynosura,169.599,221.319,30.713,29.274,30.798,29.485,6.9,9.927,7.451,10.499,0.463917526,0.15793252,0.007119798,-0.176616557,TRUE
WRK-WS-02026,Anisoptera,Corduliidae,Epitheca cynosura,150.503,193.548,28.448,26.945,28.533,27.665,6.646,9.483,7.07,10.245,0.448813056,0.210405509,0.004476842,-0.150633362,TRUE
WRK-WS-02027,Anisoptera,Corduliidae,Epitheca cynosura,160.486,206.933,29.401,27.538,29.591,27.75,6.943,9.927,7.281,11.049,0.492131617,0.188405797,0.023802935,-0.189657553,TRUE
WRK-WS-02028,Anisoptera,Corduliidae,Epitheca cynosura,157.068,211.268,29.125,27.665,29.252,27.982,6.837,10.012,7.218,10.456,0.46382055,0.186081694,0.016641177,-0.19089602,TRUE
WRK-WS-02030,Anisoptera,Corduliidae,Epitheca cynosura,153.875,205.685,28.723,27.644,28.808,28.385,6.689,9.8,7.027,10.605,0.517266716,0.209545116,0.010106578,-0.155047321,TRUE
WRK-WS-02031,Anisoptera,Corduliidae,Epitheca cynosura,157.57,207.747,29.231,27.94,29.231,28.427,6.795,9.758,7.176,10.626,0.470673425,0.17721519,0.007257135,-0.166894473,TRUE
WRK-WS-02221,Anisoptera,Corduliidae,Epitheca cynosura,151.33,197.641,28.533,27.093,28.744,27.369,6.689,9.61,7.154,10.097,0.455817379,0.171693736,0.021617688,-0.163883692,TRUE
RU-N:WL:OdoD: 2017 00432,Anisoptera,Corduliidae,Epitheca princeps,344.92,443.443,43.9,42.016,44.175,43.9,9.906,13.568,10.435,15.113,0.584571155,0.199132112,0.016648878,-0.09464907,TRUE
WRK-WS-00038,Anisoptera,Corduliidae,Epitheca princeps,377.921,484.698,45.953,43.561,45.995,45.17,10.393,14.383,10.975,15.663,0.478831109,0.182286785,0.008721199,-0.14308904,TRUE
WRK-WS-01758,Anisoptera,Corduliidae,Epitheca princeps,397.05,513.363,47.71,44.545,47.794,46.397,10.499,14.827,11.197,15.875,0.582816652,0.208485402,0.007798478,-0.136426011,TRUE
WRK-WS-02313,Anisoptera,Corduliidae,Epitheca princeps,378.297,478.148,44.535,43.561,44.789,43.688,10.478,14.076,11.197,14.774,0.534026465,0.187984496,-0.002016798,-0.162160757,TRUE
MLM-000773,Anisoptera,Corduliidae,Epitheca princeps,300.519,374.661,41.804,40.196,41.995,41.063,8.911,12.319,9.398,12.615,0.470262097,0.144845361,0.011236763,-0.124500432,TRUE
MLM-000767,Anisoptera,Corduliidae,Epitheca princeps,297.415,368.146,40.365,38.989,40.45,39.666,9.144,11.832,9.8,13.42,0.564102564,0.150480256,0.003258722,-0.145789021,TRUE
MLM-000715,Anisoptera,Corduliidae,Epitheca princeps,321.312,419.332,42.397,42.164,42.524,42.926,9.313,12.891,9.864,13.293,0.427575908,0.139053254,-0.00013897,-0.136392426,TRUE
WRK-WS-00071,Anisoptera,Corduliidae,Epitheca princeps,323.861,419.175,41.847,41.286,41.889,41.444,9.546,12.965,9.948,13.864,0.466144517,0.124872319,-0.002350126,-0.174335272,TRUE
WRK-WS-00810,Anisoptera,Corduliidae,Epitheca princeps,307.235,395.459,40.852,40.153,41.063,40.651,9.006,12.774,9.462,13.716,0.46185567,0.199427233,-0.016094474,-0.158397431,TRUE
WRK-WS-01757,Anisoptera,Corduliidae,Epitheca princeps,337.78,456.137,43.117,44.429,43.117,45.752,9.737,13.695,10.276,14.817,0.445017182,0.204256304,0.003369945,-0.055395829,TRUE
MLM-000772,Anisoptera,Corduliidae,Epitheca semiaquea,144.362,180.953,27.496,25.273,27.75,26.48,6.604,9.335,7.027,10.287,0.466056446,0.253397282,0.0326082,-0.101713392,TRUE
MLM-000771,Anisoptera,Corduliidae,Epitheca semiaquea,161.296,201.518,28.596,26.712,28.744,27.03,7.26,9.948,7.599,10.478,0.468335788,0.227094753,0.025407355,-0.151886848,TRUE
MLM-000770,Anisoptera,Corduliidae,Epitheca semiaquea,123.9,161.671,25.654,24.68,26.035,25.21,6.223,8.869,6.646,9.546,0.443902439,0.189756507,0.050982099,-0.119419041,TRUE
MLM-000756,Anisoptera,Corduliidae,Epitheca semiaquea,138.952,171.724,26.014,25.104,26.077,25.739,6.625,8.996,7.112,9.8,0.406655844,0.189967105,0.007685034,-0.116750545,TRUE
MLM-000751,Anisoptera,Corduliidae,Epitheca semiaquea,146.447,186.131,27.453,25.76,27.453,27.03,6.795,9.419,7.176,9.779,0.430223593,0.267032107,0.021323126,-0.103758839,TRUE
MLM-000747,Anisoptera,Corduliidae,Epitheca semiaquea,125.9,153.2,25.125,24.553,25.358,25.379,6.223,8.424,7.493,9.229,0.406510851,0.217681401,0.00570599,-0.098705641,TRUE
MLM-000731,Anisoptera,Corduliidae,Epitheca semiaquea,141.74,171.737,27.39,25.675,27.601,26.141,6.477,8.954,6.943,9.419,0.425613497,0.229149798,0.025465932,-0.118321458,TRUE
MLM-000726,Anisoptera,Corduliidae,Epitheca spinigera,174.653,221.482,29.612,28.66,29.824,29.252,7.281,9.906,7.684,10.075,0.589779986,0.209117221,0.015140746,-0.134741424,TRUE
MLM-000729,Anisoptera,Corduliidae,Epitheca spinigera,151.443,186.248,30.268,27.326,30.459,28.004,6.435,9.25,6.773,9.716,0.448227936,0.206349206,0.052918001,-0.086689115,TRUE
MLM-000725,Anisoptera,Corduliidae,Epitheca spinigera,177.615,220.971,31.263,29.887,31.348,30.586,7.07,9.779,7.747,10.499,0.465901418,0.207612457,0.016084024,-0.078415453,TRUE
MLM-000768,Anisoptera,Corduliidae,Epitheca spinosa,170.49,204.348,31.284,29.337,31.284,29.845,6.837,9.631,7.366,10.329,0.438430311,0.189361702,0.010422101,-0.102285349,TRUE
MLM-000652,Anisoptera,Corduliidae,Helocordulia selysii,137.61,160.741,26.776,25.591,27.051,25.76,6.752,8.403,7.049,8.721,0.662754304,0.313886606,0.028611526,-0.096476005,TRUE
MLM-000655,Anisoptera,Corduliidae,Helocordulia selysii,142.035,167.406,28.194,26.056,28.406,27.03,6.244,7.62,6.625,7.959,0.61028316,0.188723571,0.027675169,-0.087832115,TRUE
MLM-000654,Anisoptera,Corduliidae,Helocordulia selysii,125.849,153.639,26.035,24.956,26.162,25.379,5.969,7.26,6.329,7.472,0.529126214,0.184320267,0.02612864,-0.078944404,TRUE
MLM-000653,Anisoptera,Corduliidae,Helocordulia selysii,121.586,148.253,26.374,24.384,26.48,24.977,5.779,7.408,6.138,7.578,0.635491607,0.225423729,0.034205162,-0.105432977,TRUE
MLM-000691,Anisoptera,Corduliidae,Helocordulia selysii,127.713,153.057,26.628,24.448,26.67,25.04,6.371,7.535,6.773,7.832,0.576984127,0.162299239,0.032361992,-0.11353459,TRUE
MLM-000657,Anisoptera,Corduliidae,Helocordulia uhleri,134.827,164.447,26.712,25.802,26.776,25.993,6.202,7.768,6.625,8.17,0.464031621,0.187296417,0.016599065,-0.112965242,TRUE
MLM-000660,Anisoptera,Corduliidae,Helocordulia uhleri,148.877,190.448,28.617,28.131,28.617,28.236,6.35,8.234,6.752,8.636,0.568786982,0.192653673,0.010349195,-0.124531325,TRUE
MLM-000659,Anisoptera,Corduliidae,Helocordulia uhleri,141.873,184.167,28.025,27.898,28.067,28.131,6.414,8.128,6.964,8.488,0.459276018,0.12565839,0.019924624,-0.108174333,TRUE
MLM-000658,Anisoptera,Corduliidae,Helocordulia uhleri,144.943,179.483,27.75,26.543,27.792,26.691,6.435,8.213,6.985,8.53,0.439451638,0.165741475,0.022222375,-0.124450895,TRUE
MLM-000656,Anisoptera,Corduliidae,Helocordulia uhleri,149.52,180.298,29.485,27.072,29.506,27.601,6.498,8.001,7.049,8.424,0.589670014,0.205521472,0.031088544,-0.103409289,TRUE
WRK-WS-00037,Anisoptera,Corduliidae,Helocordulia uhleri,159.826,198.203,29.041,27.411,29.104,28.099,6.731,8.742,7.165,9.25,0.602181818,0.179661017,0.006662925,-0.133581428,TRUE
WRK-WS-00811,Anisoptera,Corduliidae,Helocordulia uhleri,140.168,171.721,27.781,26.765,27.877,26.924,6.234,7.895,6.742,8.869,0.538344723,0.163915094,0.012858171,-0.131487276,TRUE
WRK-WS-00812,Anisoptera,Corduliidae,Helocordulia uhleri,143.995,178.689,28.056,27.115,28.12,27.443,6.276,8.065,6.72,8.89,0.445238991,0.169687621,0.016218845,-0.118567632,TRUE
MLM-000690,Anisoptera,Corduliidae,Neurocordulia obsoleta,203.922,263.312,32.957,30.988,32.999,31.898,8.022,10.605,8.213,11.028,0.682488775,0.269409423,0.042100674,-0.102896232,TRUE
MLM-000689,Anisoptera,Corduliidae,Neurocordulia obsoleta,170.531,232.593,30.014,29.062,30.226,30.078,6.922,9.821,7.218,10.583,0.679971989,0.280084448,0.037360091,-0.101089566,TRUE
MLM-000687,Anisoptera,Corduliidae,Neurocordulia virginiensis,196.608,233.8,29.76,28.744,30.036,29.189,8.361,9.821,8.615,10.964,0.650458069,0.391588107,0.030054409,-0.05219829,TRUE
MLM-000693,Anisoptera,Corduliidae,Neurocordulia xanthosoma,320.79,403.723,40.598,38.354,41.063,39.963,10.287,12.891,11.113,14.351,0.530927835,0.336334746,0.06090555,-0.057521178,TRUE
MLM-000692,Anisoptera,Corduliidae,Neurocordulia xanthosoma,257.453,315.285,34.84,33.316,35.243,34.375,9.398,11.494,10.075,12.933,0.578378378,0.290024631,0.041645512,-0.07293125,TRUE
MLM-000686,Anisoptera,Corduliidae,Neurocordulia xanthosoma,284.966,357.615,36.343,34.756,36.343,35.348,10.351,12.446,10.922,13.568,0.632498544,0.335928144,0.06468309,-0.102742119,TRUE
MLM-000694,Anisoptera,Corduliidae,Neurocordulia yamaskanensis,209.915,250.186,32.83,30.903,32.999,31.623,8.382,9.821,8.7,10.816,0.637588198,0.382195449,0.044742476,-0.071598538,TRUE
WRK-WS-02556,Anisoptera,Corduliidae,Somatochlora albicincta,187.771,239.014,31.433,31.083,31.75,31.898,7.366,9.345,7.895,10.689,0.607,0.166887857,0.024911518,-0.099529213,TRUE
WRK-WS-02557,Anisoptera,Corduliidae,Somatochlora albicincta,180.332,217.659,30.438,29.157,30.893,30.332,7.324,8.996,7.969,10.393,0.600548133,0.270411724,0.035353475,-0.055663124,TRUE
WRK-WS-02558,Anisoptera,Corduliidae,Somatochlora albicincta,186.147,243.406,31.21,30.977,31.401,32.163,7.355,9.768,8.065,11.165,0.525446579,0.17538664,0.018251271,-0.075844293,TRUE
WRK-WS-02561,Anisoptera,Corduliidae,Somatochlora albicincta,181.003,233.85,30.829,29.771,31.009,30.798,7.292,9.43,7.885,10.721,0.637883959,0.151546392,0.020141245,-0.10086904,TRUE
WRK-WS-02562,Anisoptera,Corduliidae,Somatochlora albicincta,175.286,234.574,30.459,29.644,30.755,29.919,7.408,9.525,7.895,10.139,0.630763937,0.15493456,0.049314476,-0.128966789,TRUE
MLM-000712,Anisoptera,Corduliidae,Somatochlora calverti,252.811,316.008,35.708,34.248,35.729,35.264,8.784,11.345,9.292,12.933,0.511848341,0.296518607,0.00570706,-0.114708201,TRUE
MLM-000711,Anisoptera,Corduliidae,Somatochlora calverti,242.448,299.814,35.497,33.846,35.581,34.756,8.53,10.668,9.059,12.425,0.589530042,0.31546894,0.015978736,-0.10101662,TRUE
MLM-000710,Anisoptera,Corduliidae,Somatochlora calverti,237.785,306.677,33.761,33.634,34.459,34.184,8.784,11.282,9.186,12.446,0.571867322,0.258204334,0.019583613,-0.136699833,TRUE
MLM-000708,Anisoptera,Corduliidae,Somatochlora calverti,277.78,343.743,37.804,35.751,38.058,36.576,9.038,11.917,9.589,13.61,0.616240267,0.314814815,0.013640602,-0.114648859,TRUE
MLM-000699,Anisoptera,Corduliidae,Somatochlora calverti,257.656,324.255,36.259,34.862,36.386,35.793,8.89,11.261,9.25,13.018,0.59220477,0.311058545,0.01890595,-0.111214707,TRUE
MLM-000707,Anisoptera,Corduliidae,Somatochlora calverti,233.829,296.976,35.878,34.777,36.005,35.899,8.022,10.181,8.551,11.324,0.537330982,0.182193396,0.005372119,-0.108024822,TRUE
MLM-000706,Anisoptera,Corduliidae,Somatochlora calverti,234.91,289.331,35.391,34.84,35.518,35.285,8.17,9.927,8.636,11.028,0.34147795,0.223755249,-0.012983369,-0.13043323,TRUE
MLM-000705,Anisoptera,Corduliidae,Somatochlora calverti,240.591,297.747,36.153,35.094,36.195,35.56,8.213,10.012,8.657,11.536,0.548538012,0.310714286,-0.003822918,-0.125774435,TRUE
MLM-000703,Anisoptera,Corduliidae,Somatochlora calverti,234.455,309.562,35.772,35.221,36.005,36.428,8.043,10.329,8.382,10.816,0.46031746,0.162696107,0.002737759,-0.130451772,TRUE
MLM-000704,Anisoptera,Corduliidae,Somatochlora calverti,257.662,297.981,37.084,35.116,37.402,35.92,8.975,10.351,9.292,11.388,0.428975665,0.226281674,-0.010584617,-0.116438341,TRUE
MLM-000702,Anisoptera,Corduliidae,Somatochlora calverti,244.575,303.706,36.597,35.708,36.745,35.835,8.17,10.202,8.615,11.599,0.428571429,0.241582989,0.004348426,-0.139179341,TRUE
MLM-000701,Anisoptera,Corduliidae,Somatochlora calverti,255.136,314.775,36.936,36.28,36.978,36.999,8.403,10.52,9.017,12.023,0.468231254,0.258009153,-0.008783302,-0.122959899,TRUE
MLM-000581,Anisoptera,Corduliidae,Somatochlora elongata,225.901,280.277,35.666,34.798,35.729,35.158,8.276,9.631,8.869,10.52,0.568720379,0.258278146,0.019229967,-0.103597594,TRUE
MLM-000583,Anisoptera,Corduliidae,Somatochlora ensigera,230.956,285.84,34.862,34.565,35.116,34.989,8.509,9.864,8.996,10.795,0.575647981,0.309134906,0.055091379,-0.102011715,TRUE
MLM-012518,Anisoptera,Corduliidae,Somatochlora filosa,310.552,388.039,41.974,39.815,42.122,41,9.313,12.023,9.716,13.822,0.588944724,0.229220444,0.024317058,-0.100995828,TRUE
MLM-000525,Anisoptera,Corduliidae,Somatochlora filosa,356.107,452.459,44.45,42.587,44.852,43.688,9.864,12.933,10.562,14.203,0.527135441,0.296996124,0.018195722,-0.107297611,TRUE
MLM-000524,Anisoptera,Corduliidae,Somatochlora filosa,355.077,422.969,43.455,41.212,43.794,42.82,10.837,12.552,11.409,14.097,0.507491542,0.276816609,0.021884685,-0.079398684,TRUE
MLM-000584,Anisoptera,Corduliidae,Somatochlora filosa,339.035,421.234,44.281,41.55,44.344,42.587,9.948,12.234,10.308,12.954,0.616229117,0.283797217,0.036433802,-0.098071338,TRUE
MLM-000585,Anisoptera,Corduliidae,Somatochlora filosa,327.686,420.636,43.794,41.529,44.09,43.159,9.504,12.531,9.843,14.097,0.523763802,0.282491417,0.023823203,-0.088220707,TRUE
MLM-000531,Anisoptera,Corduliidae,Somatochlora filosa,284.213,352.487,40.428,38.714,40.619,39.116,8.721,11.134,8.996,11.726,0.290255341,0.205627706,0.00115784,-0.137830985,TRUE
MLM-000532,Anisoptera,Corduliidae,Somatochlora filosa,264.405,323.449,37.148,37.19,37.465,37.486,9.081,10.605,9.483,11.367,0.439548023,0.311123659,0.033189104,-0.114569024,TRUE
MLM-000587,Anisoptera,Corduliidae,Somatochlora filosa,270.704,341.226,39.963,38.269,40.111,38.735,8.678,10.689,9.144,11.557,0.485488127,0.310382514,0.010187554,-0.112523197,TRUE
MLM-000586,Anisoptera,Corduliidae,Somatochlora filosa,262.121,324.648,39.18,38.015,39.391,38.354,8.319,10.181,8.763,10.753,0.499193982,0.162251656,0.020266055,-0.119954307,TRUE
MLM-000598,Anisoptera,Corduliidae,Somatochlora franklini,139.09,159.559,28.109,26.564,28.723,27.115,6.435,7.239,6.858,8.509,0.612380251,0.398126464,0.04898813,-0.047742202,TRUE
MLM-000600,Anisoptera,Corduliidae,Somatochlora incurvata,199.116,250.591,34.248,32.766,34.481,33.888,7.26,9.102,7.557,10.71,0.448127686,0.337913804,0.025277242,-0.06216946,TRUE
MLM-000599,Anisoptera,Corduliidae,Somatochlora kennedyi,204.056,244.751,33.126,31.327,33.528,32.533,8.213,9.758,8.848,11.345,0.597222222,0.313597918,0.037346837,-0.029202902,TRUE
MLM-000610,Anisoptera,Corduliidae,Somatochlora linearis,320.318,420.759,41.317,40.704,41.825,41.508,9.927,12.869,10.308,13.547,0.627024292,0.351861295,0.035107216,-0.097437086,TRUE
MLM-000611,Anisoptera,Corduliidae,Somatochlora linearis,359.882,466.358,44.852,43.667,45.254,45.212,10.287,13.314,10.774,14.097,0.565949486,0.312734082,0.031336258,-0.073549327,TRUE
